"player" "position" "appearance" "goals" "year" "team"
"Antoine Griezmann" "Midfielder/Forward" 10 4 "2016" "france"
"Christophe Jallet" "Defender" 2 0 "2016" "france"
"N'Golo Kante" "Midfielder" 5 2 "2016" "france"
"Geoffrey Kondogbia" "Midfielder" 0 1 "2016" "france"
"Laurent Koscielny" "Defender" 11 0 "2016" "france"
"Alexandre Lacazette" "Forward" 0 2 "2016" "france"
"Hugo Lloris" "Goalkeeper" 13 0 "2016" "france"
"Steve Mandanda" "Goalkeeper" 2 0 "2016" "france"
"Eliaquim Mangala" "Defender/Midfielder" 2 1 "2016" "france"
"Anthony Martial" "Forward" 5 6 "2016" "france"
"Jeremy Mathieu" "Midfielder" 0 1 "2016" "france"
"Blaise Matuidi" "Midfielder" 13 1 "2016" "france"
"Dimitri Payet" "Midfielder" 7 2 "2016" "france"
"Paul Pogba" "Midfielder" 11 2 "2016" "france"
"Adil Rami" "Defender" 6 0 "2016" "france"
"Bakary Sagna" "Defender" 13 0 "2016" "france"
"Mamadou Sakho" "Defender" 2 0 "2016" "france"
"Morgan Schneiderlin" "Defender/Midfielder" 3 3 "2016" "france"
"Moussa Sissoko" "Midfielder" 4 8 "2016" "france"
"Benoit Tremoulinas" "Defender" 1 0 "2016" "france"
"Samuel Umtiti" "Defender" 1 0 "2016" "france"
"Mathieu Valbuena" "Midfielder" 2 2 "2016" "france"
"Raphael Varane" "Defender" 8 0 "2016" "france"
"Kurt Zouma" "Defender" 0 1 "2016" "france"
"Ousmane Dembele" "Midfielder" 0 2 "2017" "france"
"Lucas Digne" "Defender" 0 1 "2017" "france"
"Nabil Fekir" "Midfielder" 0 1 "2017" "france"
"Kevin Gameiro" "Forward" 2 1 "2017" "france"
"Andre-Pierre Gignac" "Midfielder" 0 3 "2017" "france"
"Olivier Giroud" "Forward" 2 0 "2017" "france"
"Antoine Griezmann" "Midfielder/Forward" 4 0 "2017" "france"
"N'Golo Kante" "Midfielder" 2 1 "2017" "france"
"Laurent Koscielny" "Defender" 4 0 "2017" "france"
"Layvin Kurzawa" "Defender" 4 0 "2017" "france"
"Hugo Lloris" "Goalkeeper" 2 0 "2017" "france"
"Steve Mandanda" "Goalkeeper" 2 0 "2017" "france"
"Anthony Martial" "Forward" 2 1 "2017" "france"
"Blaise Matuidi" "Midfielder" 3 0 "2017" "france"
"Dimitri Payet" "Midfielder" 2 2 "2017" "france"
"Paul Pogba" "Midfielder" 4 0 "2017" "france"
"Bakary Sagna" "Defender" 1 0 "2017" "france"
"Djibril Sidibe" "Defender" 3 1 "2017" "france"
"Moussa Sissoko" "Midfielder" 3 1 "2017" "france"
"Samuel Umtiti" "Defender" 0 1 "2017" "france"
"Raphael Varane" "Defender" 4 0 "2017" "france"
"Karim Bellarabi" "Midfielder" 1 2 "2016" "germany"
"Jerome Boateng" "Defender" 12 0 "2016" "germany"
"Julian Brandt" "Midfielder" 0 1 "2016" "germany"
"Julian Draxler" "Midfielder" 7 1 "2016" "germany"
"Emre Can" "Defender/Midfielder" 3 3 "2016" "germany"
"Matthias Ginter" "Defender" 3 1 "2016" "germany"
"Mario Gomez" "Forward" 6 2 "2016" "germany"
"Mario Gotze" "Midfielder/Forward" 9 1 "2016" "germany"
"Jonas Hector" "Defender" 14 0 "2016" "germany"
"Benedikt Howedes" "Defender" 4 3 "2016" "germany"
"Mats Hummels" "Defender" 11 0 "2016" "germany"
"Ilkay Gundogan" "Midfielder" 3 2 "2016" "germany"
"Sami Khedira" "Midfielder" 9 0 "2016" "germany"
"Joshua Kimmich" "Midfielder" 4 0 "2016" "germany"
"Christoph Kramer" "Midfielder" 0 2 "2016" "germany"
"Toni Kroos" "Midfielder" 12 0 "2016" "germany"
"Max Kruse" "Midfielder" 0 1 "2016" "germany"
"Bernd Leno" "Goalkeeper" 1 0 "2016" "germany"
"Mesut Ozil" "Midfielder" 12 0 "2016" "germany"
"Thomas Muller" "Midfielder" 13 0 "2016" "germany"
"Shkodran Mustafi" "Defender" 2 1 "2016" "germany"
"Manuel Neuer" "Goalkeeper" 12 0 "2016" "germany"
"Lukas Podolski" "Forward" 0 4 "2016" "germany"
"Marco Reus" "Midfielder/Forward" 3 1 "2016" "germany"
"Antonio Rudiger" "Defender" 5 0 "2016" "germany"
"Sebastian Rudy" "Midfielder" 2 0 "2016" "germany"
"Leroy Sane" "Midfielder" 1 2 "2016" "germany"
"Andre Schurrle" "Forward" 1 8 "2016" "germany"
"Bastian Schweinsteiger" "Midfielder" 3 5 "2016" "germany"
"Jonathan Tah" "Defender" 0 1 "2016" "germany"
"Marc-Andre ter Stegen" "Goalkeeper" 1 1 "2016" "germany"
"Kevin Volland" "Forward" 0 3 "2016" "germany"
"Julian Weigl" "Midfielder" 0 1 "2016" "germany"
"Karim Bellarabi" "Midfielder" 1 0 "2017" "germany"
"Jerome Boateng" "Defender" 2 0 "2017" "germany"
"Julian Brandt" "Midfielder" 1 2 "2017" "germany"
"Julian Draxler" "Midfielder" 3 0 "2017" "germany"
"Mario Gotze" "Midfielder/Forward" 4 0 "2017" "germany"
"Jonas Hector" "Defender" 4 0 "2017" "germany"
"Benedikt Howedes" "Defender" 1 1 "2017" "germany"
"Mats Hummels" "Defender" 3 0 "2017" "germany"
"Ilkay Gundogan" "Midfielder" 0 2 "2017" "germany"
"Sami Khedira" "Midfielder" 3 0 "2017" "germany"
"Joshua Kimmich" "Midfielder" 4 0 "2017" "germany"
"Toni Kroos" "Midfielder" 3 0 "2017" "germany"
"Bernd Leno" "Goalkeeper" 0 1 "2017" "germany"
"Mesut Ozil" "Midfielder" 3 1 "2017" "germany"
"Max Meyer" "Midfielder" 1 1 "2017" "germany"
"Thomas Muller" "Midfielder" 3 1 "2017" "germany"
"Shkodran Mustafi" "Defender" 1 1 "2017" "germany"
"Manuel Neuer" "Goalkeeper" 3 0 "2017" "germany"
"Bastian Schweinsteiger" "Midfielder" 1 0 "2017" "germany"
"Niklas Sule" "Defender" 1 0 "2017" "germany"
"Jonathan Tah" "Defender" 0 1 "2017" "germany"
"Marc-Andre ter Stegen" "Goalkeeper" 1 0 "2017" "germany"
"Kevin Volland" "Forward" 1 1 "2017" "germany"
"Julian Weigl" "Midfielder" 0 2 "2017" "germany"
"David Accam" "Forward" 1 1 "2016" "ghana"
"Frank Acheampong" "Forward" 2 0 "2016" "ghana"
"Afriyie Acquah" "Midfielder" 5 1 "2016" "ghana"
"Albert Adomah" "Midfielder" 1 0 "2016" "ghana"
"Harrison Afful" "Defender" 7 0 "2016" "ghana"
"Emmanuel Agyemang-Badu" "Midfielder" 4 2 "2016" "ghana"
"Daniel Amartey" "Defender/Midfielder" 1 2 "2016" "ghana"
"Solomon Asante" "Forward" 2 0 "2016" "ghana"
"Ebenezer Assifuah-Inkoom" "Forward" 1 0 "2016" "ghana"
"Christian Atsu" "Midfielder" 2 0 "2016" "ghana"
"Asiedu Attobrah" "Midfielder" 1 0 "2016" "ghana"
"Andre Ayew" "Midfielder/Forward" 4 0 "2016" "ghana"
"Jordan Ayew" "Forward" 7 0 "2016" "ghana"
"Gideon Baah" "Defender" 0 1 "2016" "ghana"
"John Boye" "Defender" 7 0 "2016" "ghana"
"Razak Brimah" "Goalkeeper" 7 0 "2016" "ghana"
"Asamoah Gyan" "Forward" 1 1 "2016" "ghana"
"Edwin Gyimah" "Midfielder" 1 0 "2016" "ghana"
"Bernard Mensah" "Forward" 1 0 "2016" "ghana"
"Jonathan Mensah" "Defender" 5 0 "2016" "ghana"
"Wakaso Mubarak" "Midfielder" 6 0 "2016" "ghana"
"Philemon Ofosu-Ayeh" "Defender" 0 1 "2016" "ghana"
"Thomas Partey" "Midfielder" 0 1 "2016" "ghana"
"Kwadwo Poku" "Midfielder" 0 1 "2016" "ghana"
"Baba Rahman" "Defender" 6 0 "2016" "ghana"
"Lloyd Ekow Sam" "Midfielder" 0 1 "2016" "ghana"
"Jeff Schlupp" "Defender/Midfielder" 2 3 "2016" "ghana"
"Samuel Tetteh" "Forward" 0 1 "2016" "ghana"
"Abdul Majeed Waris" "Forward" 3 1 "2016" "ghana"
"David Accam" "Forward" 1 1 "2017" "ghana"
"Frank Acheampong" "Forward" 3 0 "2017" "ghana"
"Afriyie Acquah" "Midfielder" 1 0 "2017" "ghana"
"Enoch Kofi Adu" "Midfielder" 0 1 "2017" "ghana"
"Harrison Afful" "Defender" 3 0 "2017" "ghana"
"Emmanuel Agyemang-Badu" "Midfielder" 1 1 "2017" "ghana"
"Daniel Amartey" "Defender/Midfielder" 3 0 "2017" "ghana"
"Christian Atsu" "Midfielder" 2 0 "2017" "ghana"
"Andre Ayew" "Midfielder/Forward" 1 0 "2017" "ghana"
"Jordan Ayew" "Forward" 0 1 "2017" "ghana"
"John Boye" "Defender" 2 0 "2017" "ghana"
"Razak Brimah" "Goalkeeper" 2 0 "2017" "ghana"
"Alfred Duncan" "Midfielder" 1 0 "2017" "ghana"
"Asamoah Gyan" "Forward" 1 1 "2017" "ghana"
"Edwin Gyimah" "Midfielder" 1 1 "2017" "ghana"
"Gilbert Koomson" "Midfielder" 0 1 "2017" "ghana"
"Adam Kwarasey" "Goalkeeper" 1 0 "2017" "ghana"
"Jonathan Mensah" "Defender" 1 0 "2017" "ghana"
"Wakaso Mubarak" "Midfielder" 2 0 "2017" "ghana"
"Thomas Partey" "Midfielder" 0 1 "2017" "ghana"
"Baba Rahman" "Defender" 3 0 "2017" "ghana"
"Jeff Schlupp" "Defender/Midfielder" 0 1 "2017" "ghana"
"Samuel Tetteh" "Forward" 2 0 "2017" "ghana"
"Thomas Teye" "Midfielder" 1 0 "2017" "ghana"
"Abdul Majeed Waris" "Forward" 1 1 "2017" "ghana"
"Christos Aravidis" "Forward" 3 2 "2016" "greece"
"Stefanos Athanasiadis" "Forward" 0 1 "2016" "greece"
"Anastasios Bakasetas" "Forward" 1 1 "2016" "greece"
"Lazaros Christodoulopoulos" "Midfielder/Forward" 1 1 "2016" "greece"
"Dimitris Diamantakos" "Forward" 1 1 "2016" "greece"
"Giannis Fetfatzidis" "Midfielder" 1 0 "2016" "greece"
"Konstantinos Fortounis" "Midfielder" 6 0 "2016" "greece"
"Taxiarchis Fountas" "Midfielder" 0 1 "2016" "greece"
"Giannis Gianniotas" "Midfielder" 1 0 "2016" "greece"
"Apostolos Giannou" "Forward" 0 1 "2016" "greece"
"Jose Holebas" "Defender" 7 2 "2016" "greece"
"Stefanos Kapino" "Goalkeeper" 3 1 "2016" "greece"
"Nikos Karelis" "Forward" 4 3 "2016" "greece"
"Orestis Karnezis" "Goalkeeper" 7 0 "2016" "greece"
"Stelios Kitsiou" "Midfielder" 2 0 "2016" "greece"
"Panagiotis  Kone" "Midfielder" 1 3 "2016" "greece"
"Petros Mandalos" "Midfielder" 3 1 "2016" "greece"
"Giannis Maniatis" "Defender" 2 0 "2016" "greece"
"Kostas Manolas" "Defender" 3 0 "2016" "greece"
"Kostas Mitroglou" "Forward" 7 0 "2016" "greece"
"Vangelis Moras" "Defender" 3 1 "2016" "greece"
"Marios Oikonomou" "Defender" 2 1 "2016" "greece"
"Kyriakos Papadopoulos" "Defender" 3 0 "2016" "greece"
"Sokratis Papastathopoulos" "Defender" 8 0 "2016" "greece"
"Athanasios Papazoglou" "Forward" 1 2 "2016" "greece"
"Dimitris Pelkas" "Midfielder" 2 1 "2016" "greece"
"Thanos Petsos" "Midfielder" 1 2 "2016" "greece"
"Andreas Samaris" "Midfielder" 9 0 "2016" "greece"
"Dimitrios Siovas" "Defender/Midfielder" 2 2 "2016" "greece"
"Kostas Stafylidis" "Defender" 5 0 "2016" "greece"
"Panagiotis Tachtsidis" "Midfielder" 3 4 "2016" "greece"
"Vassilis Torosidis" "Defender" 6 0 "2016" "greece"
"Adam-Kristof Tzanetpoulos" "Defender" 0 1 "2016" "greece"
"Giorgos Tzavellas" "Defender" 3 2 "2016" "greece"
"Alexandros Tziolis" "Midfielder" 5 3 "2016" "greece"
"Apostolos Vellios" "Forward" 2 1 "2016" "greece"
"Loukas Vyntra" "Defender" 2 1 "2016" "greece"
"Anastasios Bakasetas" "Forward" 3 1 "2017" "greece"
"Konstantinos Fortounis" "Midfielder" 3 0 "2017" "greece"
"Giannis Gianniotas" "Midfielder" 0 2 "2017" "greece"
"Jose Holebas" "Defender" 1 1 "2017" "greece"
"Stefanos Kapino" "Goalkeeper" 0 1 "2017" "greece"
"Nikos Karelis" "Forward" 1 2 "2017" "greece"
"Orestis Karnezis" "Goalkeeper" 4 0 "2017" "greece"
"Petros Mandalos" "Midfielder" 3 0 "2017" "greece"
"Giannis Maniatis" "Defender" 4 0 "2017" "greece"
"Kostas Manolas" "Defender" 4 0 "2017" "greece"
"Kostas Mitroglou" "Forward" 4 0 "2017" "greece"
"Marios Oikonomou" "Defender" 0 1 "2017" "greece"
"Kyriakos Papadopoulos" "Defender" 1 2 "2017" "greece"
"Sokratis Papastathopoulos" "Defender" 4 0 "2017" "greece"
"Andreas Samaris" "Midfielder" 2 0 "2017" "greece"
"Kostas Stafylidis" "Defender" 2 1 "2017" "greece"
"Panagiotis Tachtsidis" "Midfielder" 0 1 "2017" "greece"
"Vassilis Torosidis" "Defender" 4 0 "2017" "greece"
"Giorgos Tzavellas" "Defender" 3 0 "2017" "greece"
"Alexandros Tziolis" "Midfielder" 0 2 "2017" "greece"
"Apostolos Vellios" "Forward" 0 1 "2017" "greece"
"Gerardo  Arias" "Defender" 1 3 "2016" "guatemala"
"Luis Cardona" "Defender" 1 0 "2016" "guatemala"
"Mario Castellanos" "Forward" 0 3 "2016" "guatemala"
"Carlos Castrillo" "Defender" 3 2 "2016" "guatemala"
"Stefano Cincotta" "Defender" 5 0 "2016" "guatemala"
"Jose Manuel Contreras" "Midfielder" 5 1 "2016" "guatemala"
"Brandon de Leon Ramos" "Midfielder" 3 0 "2016" "guatemala"
"Alejandro Galindo" "Midfielder" 1 0 "2016" "guatemala"
"Carlos Gallardo" "Defender" 1 0 "2016" "guatemala"
"Moises Hernandez" "Defender" 8 0 "2016" "guatemala"
"Kendel Herrarte" "Midfielder" 1 1 "2016" "guatemala"
"Mafra Icute" "Midfielder" 2 0 "2016" "guatemala"
"Ricardo Jerez" "Goalkeeper" 1 0 "2016" "guatemala"
"Cristian Jiménez" "Defender" 4 0 "2016" "guatemala"
"Wilson Lalin" "Defender" 2 0 "2016" "guatemala"
"José Longo" "Forward" 1 0 "2016" "guatemala"
"Dennis Lopez" "Defender" 4 1 "2016" "guatemala"
"Fredy Lopez" "Midfielder" 0 1 "2016" "guatemala"
"Hamilton Lopez" "Defender" 5 0 "2016" "guatemala"
"Henry Lopez" "Forward" 0 1 "2016" "guatemala"
"Minor Lopez" "Forward" 1 2 "2016" "guatemala"
"Jean Marquez" "Midfielder" 3 1 "2016" "guatemala"
"Luis Martinez" "Forward" 2 2 "2016" "guatemala"
"Oscar Martinez Moran" "Forward" 0 1 "2016" "guatemala"
"Víctor Alexis Matta" "Midfielder" 0 1 "2016" "guatemala"
"Carlos Mejia" "Defender" 2 3 "2016" "guatemala"
"Rafael Morales" "Defender" 3 0 "2016" "guatemala"
"Paulo Cesar Motta" "Goalkeeper" 8 0 "2016" "guatemala"
"Marco  Pappa" "Forward" 3 4 "2016" "guatemala"
"Marco Rivas" "Midfielder" 1 0 "2016" "guatemala"
"Carlos Ruiz" "Forward" 7 1 "2016" "guatemala"
"Pedro Samayoa" "Midfielder" 0 2 "2016" "guatemala"
"Rodrigo Saravia" "Midfielder" 4 0 "2016" "guatemala"
"Fredy Thompson" "Midfielder" 5 0 "2016" "guatemala"
"Gerson Tinoco" "Forward" 8 0 "2016" "guatemala"
"Elias Vasquez" "Defender" 4 0 "2016" "guatemala"
"Jairo Arreola" "Forward" 0 1 "2017" "guatemala"
"Luis Cardona" "Defender" 1 0 "2017" "guatemala"
"Mario Castellanos" "Forward" 0 2 "2017" "guatemala"
"Jose Manuel Contreras" "Midfielder" 2 0 "2017" "guatemala"
"Edi Danilo Guerra" "Forward" 0 1 "2017" "guatemala"
"Ricardo Jerez" "Goalkeeper" 1 0 "2017" "guatemala"
"Cristian Jiménez" "Defender" 1 0 "2017" "guatemala"
"Wilson Lalin" "Defender" 1 0 "2017" "guatemala"
"Hamilton Lopez" "Defender" 1 0 "2017" "guatemala"
"Jean Marquez" "Midfielder" 2 0 "2017" "guatemala"
"Víctor Alexis Matta" "Midfielder" 0 1 "2017" "guatemala"
"Carlos Mejia" "Defender" 1 0 "2017" "guatemala"
"Rafael Morales" "Defender" 2 0 "2017" "guatemala"
"Paulo Cesar Motta" "Goalkeeper" 1 0 "2017" "guatemala"
"Marco  Pappa" "Forward" 1 0 "2017" "guatemala"
"Jefrey Payeras" "Defender" 2 0 "2017" "guatemala"
"Jose  Rosales" "Midfielder" 0 1 "2017" "guatemala"
"Carlos Ruiz" "Forward" 2 0 "2017" "guatemala"
"Rodrigo Saravia" "Midfielder" 2 0 "2017" "guatemala"
"Gerson Tinoco" "Forward" 2 0 "2017" "guatemala"
"Jean Sony Alcenat" "Defender" 4 2 "2016" "haiti"
"Jean-Marc Alexandre" "Midfielder" 5 2 "2016" "haiti"
"Judelin Aveska" "Defender" 1 0 "2016" "haiti"
"Kervens Belfort" "Forward" 6 3 "2016" "haiti"
"Franz Bertin" "Defender" 3 0 "2016" "haiti"
"Alex Junior Christian" "Midfielder" 2 0 "2016" "haiti"
"Romain Genevois" "Defender" 7 0 "2016" "haiti"
"Reginal Goreux" "Defender" 7 1 "2016" "haiti"
"Wilde Donald Guerrier" "Defender" 5 2 "2016" "haiti"
"Max Hilaire" "Midfielder" 5 2 "2016" "haiti"
"Kim Jaggy" "Defender" 7 0 "2016" "haiti"
"Mechack Jerome" "Defender" 9 1 "2016" "haiti"
"Kevin Lafrance" "Defender" 4 0 "2016" "haiti"
"Stephane Lambese" "Defender" 2 1 "2016" "haiti"
"Jeff Louis" "Midfielder" 5 3 "2016" "haiti"
"James Marcelin" "Defender" 4 0 "2016" "haiti"
"Jean-Eudes Maurice" "Forward" 5 1 "2016" "haiti"
"Pascal Millien" "Midfielder" 2 2 "2016" "haiti"
"Constant Monuma" "Defender" 1 0 "2016" "haiti"
"Sony Mustivar" "Midfielder" 3 1 "2016" "haiti"
"Duckens Nazon" "Forward" 6 2 "2016" "haiti"
"Sony Norde" "Midfielder" 2 4 "2016" "haiti"
"Luis Valendi Odelus" "Goalkeeper" 1 0 "2016" "haiti"
"Jean-Jacques Pierre" "Defender" 1 0 "2016" "haiti"
"Johnny Placide" "Goalkeeper" 9 0 "2016" "haiti"
"Sebastien Thuriere" "Midfielder" 2 0 "2016" "haiti"
"Ricardo Ade" "Defender" 2 0 "2017" "haiti"
"Kervens Belfort" "Forward" 2 0 "2017" "haiti"
"Arcus Carlens" "Defender" 2 0 "2017" "haiti"
"Steward Ceus" "Goalkeeper" 1 0 "2017" "haiti"
"Ronando Damus" "Forward" 1 0 "2017" "haiti"
"Andy Delice" "Defender" 1 0 "2017" "haiti"
"Junior Delva" "Midfielder" 2 0 "2017" "haiti"
"Jonel Desire" "Forward" 0 1 "2017" "haiti"
"Charles Herold" "Midfielder" 2 0 "2017" "haiti"
"Max Hilaire" "Midfielder" 1 1 "2017" "haiti"
"Mechack Jerome" "Defender" 2 0 "2017" "haiti"
"Kevin Lafrance" "Defender" 2 0 "2017" "haiti"
"Roberto Louima" "Forward" 0 1 "2017" "haiti"
"Duckens Nazon" "Forward" 1 0 "2017" "haiti"
"Pierre Paulson" "Midfielder" 1 1 "2017" "haiti"
"Johnny Placide" "Goalkeeper" 1 0 "2017" "haiti"
"Sebastien Thuriere" "Midfielder" 1 0 "2017" "haiti"
"Fabien Vorbe" "Midfielder" 0 1 "2017" "haiti"
"Bryan Acosta" "Defender" 4 1 "2016" "honduras"
"Ever Alvarado" "Defender" 2 2 "2016" "honduras"
"Erick Andino" "Forward" 5 1 "2016" "honduras"
"Brayan Beckeles" "Defender" 7 0 "2016" "honduras"
"Jerry Bengtson" "Forward" 1 3 "2016" "honduras"
"Odis Borjas" "Defender" 0 1 "2016" "honduras"
"Rubilio Castillo" "Forward" 3 1 "2016" "honduras"
"Jorge Claros" "Midfielder" 3 1 "2016" "honduras"
"Carlos Costly" "Forward" 0 1 "2016" "honduras"
"Wilmer Crisanto" "Defender" 2 0 "2016" "honduras"
"Carlos Discua" "Midfielder" 3 3 "2016" "honduras"
"Alberth Elis" "Forward" 3 1 "2016" "honduras"
"Donis Escober" "Goalkeeper" 3 0 "2016" "honduras"
"Roger Espinoza" "Defender/Midfielder" 3 0 "2016" "honduras"
"Henry Figueroa" "Defender" 2 1 "2016" "honduras"
"Maynor Figueroa" "Defender" 8 0 "2016" "honduras"
"Boniek Garcia" "Midfielder" 4 3 "2016" "honduras"
"Luis Garrido" "Midfielder" 3 2 "2016" "honduras"
"Eddie Hernandez" "Forward" 1 1 "2016" "honduras"
"Emilio Izaguirre" "Defender" 6 0 "2016" "honduras"
"Johnny Leveron" "Defender" 3 1 "2016" "honduras"
"Luis Lopez" "Goalkeeper" 1 0 "2016" "honduras"
"Anthony Lozano" "Forward" 2 0 "2016" "honduras"
"Mario Martinez" "Midfielder" 3 1 "2016" "honduras"
"Rony Martinez" "Forward" 0 1 "2016" "honduras"
"Alfredo Mejía" "Midfielder" 2 0 "2016" "honduras"
"Carlos Mejía" "Midfielder" 0 1 "2016" "honduras"
"Jonathan Mejia" "Forward" 2 0 "2016" "honduras"
"Bayron Mendez" "Forward" 1 3 "2016" "honduras"
"Oliver Morazan" "Midfielder" 1 1 "2016" "honduras"
"Andy Najar" "Midfielder" 2 0 "2016" "honduras"
"Cesar Oseguera" "Defender" 1 3 "2016" "honduras"
"Johnny Palacios" "Defender" 6 0 "2016" "honduras"
"Arnold Peralta" "Midfielder" 0 1 "2016" "honduras"
"Romell Quioto" "Forward" 3 2 "2016" "honduras"
"Diago Reyes" "Forward" 0 1 "2016" "honduras"
"Angel Tejeda" "Forward" 0 2 "2016" "honduras"
"Noel Valladares" "Goalkeeper" 5 0 "2016" "honduras"
"Marco Vega" "Forward" 1 0 "2016" "honduras"
"Jose David Velasquez" "Defender" 3 1 "2016" "honduras"
"Bryan Acosta" "Defender" 1 0 "2017" "honduras"
"Brayan Beckeles" "Defender" 2 0 "2017" "honduras"
"Jorge Claros" "Midfielder" 2 0 "2017" "honduras"
"Carlos Discua" "Midfielder" 0 1 "2017" "honduras"
"Alberth Elis" "Forward" 2 0 "2017" "honduras"
"Donis Escober" "Goalkeeper" 2 0 "2017" "honduras"
"Maynor Figueroa" "Defender" 2 0 "2017" "honduras"
"Boniek Garcia" "Midfielder" 0 1 "2017" "honduras"
"Bryan Garcia" "Defender" 0 1 "2017" "honduras"
"Eddie Hernandez" "Forward" 0 1 "2017" "honduras"
"Emilio Izaguirre" "Defender" 2 0 "2017" "honduras"
"Johnny Leveron" "Defender" 1 0 "2017" "honduras"
"Anthony Lozano" "Forward" 1 1 "2017" "honduras"
"Mario Martinez" "Midfielder" 2 0 "2017" "honduras"
"Jonathan Mejia" "Forward" 1 0 "2017" "honduras"
"Oliver Morazan" "Midfielder" 0 1 "2017" "honduras"
"Johnny Palacios" "Defender" 2 0 "2017" "honduras"
"Romell Quioto" "Forward" 2 0 "2017" "honduras"
"Alexander Akande" "Forward" 1 2 "2016" "hong-kong"
"Christian Kwesi Annon" "Forward" 0 2 "2016" "hong-kong"
"Festus Baise" "Midfielder" 5 0 "2016" "hong-kong"
"KI Chan Siu" "Forward" 3 1 "2016" "hong-kong"
"KWAN Chan Siu" "Midfielder" 0 1 "2016" "hong-kong"
"HO Chan Wai" "Defender" 1 0 "2016" "hong-kong"
"FUNG Cheung Kin" "Defender" 4 0 "2016" "hong-kong"
"Tan Chun Lok" "Midfielder" 0 2 "2016" "hong-kong"
"XU De Shuai" "Midfielder" 0 3 "2016" "hong-kong"
"Helio Goncalves" "Defender" 1 0 "2016" "hong-kong"
"BAI He" "Midfielder" 5 0 "2016" "hong-kong"
"YAPP Hung-fai" "Goalkeeper" 6 0 "2016" "hong-kong"
"Itaparica" "Midfielder" 1 1 "2016" "hong-kong"
"Godfred Karikari" "Forward" 2 2 "2016" "hong-kong"
"Jean-Jacques Kilama" "Defender" 4 1 "2016" "hong-kong"
"CHENG King Ho" "Midfielder" 1 0 "2016" "hong-kong"
"WAI Lam Ka" "Midfielder" 4 0 "2016" "hong-kong"
"HO Lee Chi" "Defender" 4 0 "2016" "hong-kong"
"Alessandro Leonardo" "Forward" 1 0 "2016" "hong-kong"
"PONG Leung Chun" "Midfielder" 2 1 "2016" "hong-kong"
"YEE Lo Kwan" "Defender" 2 0 "2016" "hong-kong"
"Jaimes McKee" "Forward" 5 1 "2016" "hong-kong"
"Andy Nagelein" "Defender" 1 0 "2016" "hong-kong"
"Paulinho" "Forward" 3 0 "2016" "hong-kong"
"Roberto Orlando" "Defender" 1 0 "2016" "hong-kong"
"Andy Russell" "Defender" 1 0 "2016" "hong-kong"
"Sandro" "Forward" 3 0 "2016" "hong-kong"
"Jack Sealy" "Defender" 5 0 "2016" "hong-kong"
"HUANG Yang" "Midfielder" 3 0 "2016" "hong-kong"
"JU Ying Zhi" "Midfielder" 1 0 "2016" "hong-kong"
"WANG Zhenpeng" "Goalkeeper" 1 0 "2016" "hong-kong"
"Bernabas Bese" "Defender" 0 2 "2016" "hungary"
"Daniel Bode" "Midfielder/Forward" 1 6 "2016" "hungary"
"Adam Bodi" "Midfielder" 1 0 "2016" "hungary"
"Adam Bogdan" "Goalkeeper" 0 1 "2016" "hungary"
"Denes Dibusz" "Goalkeeper" 1 0 "2016" "hungary"
"Balasz Dzsudzsak" "Midfielder" 13 0 "2016" "hungary"
"Akos Elek" "Midfielder" 6 2 "2016" "hungary"
"Attila Fiola" "Defender" 10 0 "2016" "hungary"
"Zoltan Gera" "Midfielder" 9 2 "2016" "hungary"
"Peter Gulacsi" "Goalkeeper" 0 1 "2016" "hungary"
"Richard Guzmics" "Defender" 10 1 "2016" "hungary"
"Adam Gyurcso" "Forward" 1 0 "2016" "hungary"
"Roland Juhasz" "Defender" 7 0 "2016" "hungary"
"Tamas Kadar" "Defender" 11 0 "2016" "hungary"
"Zslot Kalmar" "Midfielder" 1 1 "2016" "hungary"
"Gabor Kiraly" "Goalkeeper" 12 0 "2016" "hungary"
"Laszlo Kleinheisler" "Midfielder" 7 0 "2016" "hungary"
"Mihaly Korhut" "Defender" 2 0 "2016" "hungary"
"Adam Lang" "Defender" 9 0 "2016" "hungary"
"Leandro" "Defender/Midfielder" 3 0 "2016" "hungary"
"Gergo Lovrencsics" "Forward" 5 1 "2016" "hungary"
"Adam Nagy" "Midfielder" 8 3 "2016" "hungary"
"Krisztian Nemeth" "Forward" 5 4 "2016" "hungary"
"Nemanja Nikolic" "Forward" 2 5 "2016" "hungary"
"Adam Pinter" "Defender" 4 2 "2016" "hungary"
"Tamas Priskin" "Forward" 3 6 "2016" "hungary"
"Roland Sallai" "Midfielder" 0 1 "2016" "hungary"
"Zoltan Stieber" "Midfielder" 2 4 "2016" "hungary"
"Adam Szalai" "Forward" 8 2 "2016" "hungary"
"Daniel Tozser" "Midfielder/Forward" 2 0 "2016" "hungary"
"Vilmos Vanczak" "Defender" 0 1 "2016" "hungary"
"Mate Vida" "Midfielder" 0 1 "2016" "hungary"
"Bernabas Bese" "Defender" 1 0 "2017" "hungary"
"Balasz Dzsudzsak" "Midfielder" 3 0 "2017" "hungary"
"Akos Elek" "Midfielder" 1 0 "2017" "hungary"
"Attila Fiola" "Defender" 2 0 "2017" "hungary"
"Zoltan Gera" "Midfielder" 2 0 "2017" "hungary"
"Peter Gulacsi" "Goalkeeper" 3 0 "2017" "hungary"
"Richard Guzmics" "Defender" 3 0 "2017" "hungary"
